DateTime,OutdoorTemp,OutdoorRH,Wind_Speed,Wind_Dir,pressure,Rain_Rate1h,PC0_1_mean,PC0_1_median,PC0_1_max,PC0_1_min,PC0_1_75th,PC0_1_90th,PC0_1_95th,PC0_1_std,PC0_1_skew,PC0_1_kurt,PM2_5_mean,PM2_5_median,PM2_5_max,PM2_5_min,PM2_5_75th,PM2_5_90th,PM2_5_95th,PM2_5_std,PM2_5_skew,PM2_5_kurt
10/10/2025 16:55:00,28.9,79.5,1.6,S,1006.1,0.0,63308.09963099631,63481.0,66065.0,58907.0,64498.5,65449.0,65681.0,1655.5628183770234,-0.5868101763010494,-0.0412277573037522,3.97393884900369,4.04529916,4.2648806,0.0,4.1250208,4.22321174,4.24707077,0.3378767248898025,-6.624530384741939,70.99895483790921
10/10/2025 17:00:00,28.8,79.8,1.6,SSW,1006.0,0.0,64585.08097165992,64577.0,67152.0,62488.0,65192.0,65739.0,66511.7,970.8352459185572,0.4341127897662659,-0.0660423192116117,4.106026285182186,4.15729597,4.34193613,0.0,4.20068707,4.246310564,4.285512928,0.4626251484543267,-8.58619195087071,74.51141397711156
10/10/2025 17:05:00,28.8,80.3,3.2,SSE,1005.9,0.0,146127.6652892562,149652.5,285639.0,65194.0,172589.75,256144.1,264492.45,70899.76871383918,0.4322980568624759,-1.0901437678237906,9.186178209710745,8.33740942,23.16287821,0.0,11.8497339875,17.22397482,19.882629344,5.129685997792024,0.9375513636211694,-0.066397533960139
10/10/2025 17:10:00,28.8,80.2,3.2,SSE,1005.8,0.0,175493.89219330854,164318.0,275316.0,121665.0,212126.0,234746.6,252254.8,42814.5071825322,0.4700835691842406,-0.9979368965134392,9.31773067063197,7.83722617,19.7761676,5.33762234,12.13065877,14.911484920000005,16.361415692,3.7273216290628817,0.7496016732069918,-0.5373950839190891
10/10/2025 17:15:00,28.8,80.4,3.2,SE,1005.8,0.0,110175.63813229572,104999.0,154300.0,88769.0,118731.0,139164.2,144316.6,16461.247641163056,1.014797317295019,0.1016213383353279,5.737981431867705,5.25696823,10.36942476,4.64286819,6.0824416,7.45723551,8.612590463999998,1.2193196044746215,2.030052568742433,3.6650578750892535
10/10/2025 17:20:00,28.7,80.9,3.2,SE,1005.8,0.0,109749.66796875,108311.0,129360.0,101524.0,113520.0,119311.5,123214.75,6472.826248422245,0.935122523597518,0.4533953882547616,5.586027530507812,5.506202415000001,8.02662174,0.0,5.6672772425,6.583865384999999,7.0780475225,0.724273753990756,-0.5011846708627276,14.993093573999309
10/10/2025 17:25:00,28.6,81.2,3.2,SSE,1005.7,0.0,189183.2322834645,158941.0,307225.0,104484.0,238006.25,282057.0,288683.45,58459.36696724186,0.4454174596833559,-1.152621865221746,11.260542501732283,10.98686682,21.59545284,0.0,14.2175689975,16.844876847000002,18.161777989,4.138294887954477,0.3297183244186061,-0.7816683335376196
10/10/2025 17:30:00,28.6,82.1,3.2,SSE,1005.9,0.0,271242.15625,262592.5,473598.0,182982.0,300665.75,361860.0,411400.75,64291.14263038562,1.1083402808945144,1.0852222346614355,13.860145363515626,12.935423625,28.51040909,0.0,15.62591768,19.82063973,22.8795299075,4.353245332584768,1.1079688977428828,1.621403316058776
10/10/2025 17:35:00,28.4,82.7,1.6,ESE,1005.8,0.0,286622.3984063745,289881.0,338436.0,217618.0,320019.0,327633.0,330747.5,33499.122868646016,-0.2690941541839242,-1.1192994161462213,16.153264150956176,15.60441916,22.58442494,0.0,19.273914825,20.55414399,21.39856584,3.3811240358611823,-0.5389182801722959,2.4749847343826583
10/10/2025 17:40:00,28.4,82.4,0.0,ESE,1005.8,0.0,188168.0862745098,176894.0,276690.0,150070.0,205278.0,236693.8,257968.8,31243.03910203216,1.1246547939199871,0.5386714125977701,10.545627458509804,9.9460984,17.59541876,6.82813196,12.36741333,15.048186138,15.960747804999995,2.8018659337013854,0.696946641360947,-0.540913937947463
10/10/2025 17:45:00,28.4,82.3,1.6,ESE,1005.9,0.0,152180.16078431372,146346.0,225115.0,119085.0,175914.5,193574.0,208568.09999999995,29201.65512637452,0.6456363660725495,-0.6595307759244222,7.636766236392156,6.38074771,15.34476518,5.38343478,8.137989275,11.684219708,13.283120617999996,2.5115858507724367,1.4147063305495633,0.906810056046346
10/10/2025 17:50:00,28.4,82.8,1.6,ESE,1005.9,0.0,289606.25641025644,279440.0,440552.0,173487.0,306630.0,390866.4,404471.4,59198.42475055271,0.6639934255848708,0.2345349167874908,16.236746321581197,14.70421741,30.36718072,0.0,18.2535906775,22.95221162,27.0092679505,4.844482121594798,0.9582031494697922,1.6563933921299867
10/10/2025 17:55:00,28.3,83.4,1.6,ESE,1005.9,0.0,280014.43873517786,274411.0,397464.0,180922.0,337277.0,365531.2,381169.6,63746.54772078753,0.081735727538743,-1.2586449958884025,16.397403091660077,15.53018634,28.64468718,0.0,20.98289312,23.288667636,25.187921404,5.275119531747071,0.1725916473721106,-0.5414345054777945
10/10/2025 18:00:00,28.4,83.1,1.6,ESE,1005.9,0.0,273473.954887218,287718.5,355262.0,179731.0,306623.25,318324.0,324527.25,44650.46998064307,-0.729644477564757,-0.6142488132983934,16.219900042368423,16.40649276,30.48689734,0.0,19.95950541,22.785560475,25.19613199,5.3004723007148,0.2000387590428869,0.1121267175315603
10/10/2025 18:05:00,28.3,83.1,0.0,ESE,1006.0,0.0,269069.9442231076,280092.0,556848.0,170226.0,300666.0,332306.0,370312.0,60175.76704525565,0.8428956793381691,2.777669735193608,15.097548261673309,14.60790343,36.65647724,0.0,17.241269195,20.60490622,22.956478865,4.588981918102836,1.0286704762428072,3.660033621528732
10/10/2025 18:10:00,28.3,83.1,0.0,ESE,1006.1,0.0,277028.8924302789,269631.0,539665.0,185294.0,319307.5,352035.0,434227.0,72930.7128807088,1.1091770362403233,1.0847259728168583,14.231466746573703,13.09918972,34.14546658,8.65310189,16.175294004999998,18.29692561,23.872911915,4.481654320117885,1.5600661561824154,3.152549469004984
10/10/2025 18:15:00,28.3,83.4,0.0,ESE,1006.1,0.0,398845.8506224066,341368.0,654630.0,252318.0,453061.0,640680.0,643243.0,117588.37427176896,0.8421080821887905,-0.310523016167195,25.99763425792531,23.9376587,63.31883733,0.0,27.1210745,53.397518,56.56330177,13.29011654380401,1.3660812042527186,1.3189202620737168
10/10/2025 18:20:00,28.3,83.4,1.6,S,1006.2,0.0,717954.6031128404,786487.0,857885.0,533789.0,820175.0,848795.0,856078.0,121077.40046375562,-0.3771107080228814,-1.6518536158895636,55.96116399474708,59.30103181,77.93157941,27.26057998,68.13358117,76.472572372,76.887345126,14.690585180492894,-0.1413887857624452,-1.2575226846555918
